user_id,birthdate,gender,married,has_children,home_country,home_city,home_airport,home_airport_lat,home_airport_lon,sign_up_date,age,account_age,total_sesions,total_trips,flight_bookings,return_flight_bookings,hotel_bookings,combo_bookings,cancellations,avg_page_clicks,avg_page_clicks_flight_booked,avg_page_clicks_hotel_booked,avg_seats_booked,avg_flight_amount,total_flight_amount,avg_flight_discount,total_flight_discount,avg_cents_km_flown,avg_hotel_amount,total_hotel_amount,discount_sensitivity,avg_hotel_discount,total_hotel_discount,avg_hotel_nights,total_hotel_nights,avg_checked_bags,total_checked_bags,avg_distance_flown,total_distance_flown,avg_trip_lead_time,avg_trip_duration,weekdays_travelled,weekends_travelled,pct_only_flight_booked,pct_only_hotel_booked,pct_return_flight_booked,weekends_ratio
517491,1968-05-12,F,False,False,usa,nashville,BNA,36.124,-86.678,2023-01-08,57.0,3.2334017796030117,8,8,6,6,7,5,0,17.375,18.833333333333332,18.428571428571427,1.0,328.9266666666667,1973.56,,0.0,17.8856712162527,851.2857142857143,5959.0,0.0,,0.0,4.0,28,0.5,3.0,1842.441777198237,11054.650663189423,7.25,3.1666666666666665,13.0,6.0,0.125,0.25,1.0,0.3157894736842105
517543,1979-07-22,F,True,False,canada,vancouver,YVR,49.195,-123.182,2023-01-08,46.0,3.2334017796030117,9,0,0,0,0,0,0,13.555555555555555,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,
517545,1971-07-18,F,True,False,canada,saskatoon,YXE,52.171,-106.7,2023-01-08,54.0,3.2334017796030117,8,2,2,2,1,1,0,12.125,15.5,18.0,1.0,396.115,792.23,96.0075,96.0075,17.5328270962737,190.0,190.0,0.125,,0.0,2.0,2,0.0,0.0,2260.5106108009404,4521.021221601881,4.5,4.5,6.0,3.0,0.5,0.0,1.0,0.3333333333333333
517548,1971-09-01,F,True,False,usa,new york,JFK,40.64,-73.779,2023-01-08,54.0,3.2334017796030117,8,3,3,3,2,2,0,14.5,23.0,23.5,1.0,310.2366666666666,930.7099999999999,,0.0,19.10484304606823,358.5,717.0,0.0,,0.0,2.5,5,0.6666666666666666,2.0,1526.405224569374,4579.215673708122,5.333333333333333,5.0,7.0,8.0,0.3333333333333333,0.0,1.0,0.5333333333333333
517549,1973-01-04,F,False,False,usa,salt lake city,SLC,40.788,-111.978,2023-01-08,53.0,3.2334017796030117,9,6,6,6,5,5,0,21.444444444444443,25.666666666666668,23.8,1.1666666666666667,623.4133333333333,3740.48,114.832,114.832,21.02991585574843,936.0,4680.0,0.1111111111111111,,0.0,3.6,18,0.6666666666666666,4.0,2519.232629312625,15115.39577587575,7.5,4.166666666666667,18.0,7.0,0.16666666666666666,0.0,1.0,0.28
517571,1979-02-19,M,False,False,usa,phoenix,LUF,33.535,-112.383,2023-01-08,47.0,3.2334017796030117,8,1,1,1,1,1,0,16.0,57.0,57.0,1.0,504.02,504.02,75.603,75.603,16.43416827752886,417.0,417.0,0.125,,0.0,3.0,3,1.0,1.0,3066.9030004345773,3066.9030004345773,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
517579,2003-12-19,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-08,22.0,3.2334017796030117,8,1,1,1,1,1,0,9.0,37.0,37.0,2.0,2049.22,2049.22,204.922,204.922,35.42079803556676,1260.0,1260.0,0.125,,0.0,3.0,3,0.0,0.0,2892.6790383750463,2892.6790383750463,5.0,3.0,1.0,2.0,0.0,0.0,1.0,0.6666666666666666
517581,1987-11-13,F,False,False,usa,san antonio,SKF,29.384,-98.581,2023-01-08,38.0,3.2334017796030117,8,3,3,3,3,3,0,28.0,51.666666666666664,51.666666666666664,1.3333333333333333,881.8433333333332,2645.5299999999997,,0.0,24.57874315394832,1339.3333333333333,4018.0,0.0,,0.0,5.666666666666667,17,0.6666666666666666,2.0,2109.8743903306363,6329.623170991909,6.0,6.0,10.0,8.0,0.0,0.0,1.0,0.4444444444444444
517596,1969-11-08,F,True,True,usa,kansas city,MCI,39.297,-94.714,2023-01-08,56.0,3.2334017796030117,9,3,3,3,3,3,0,15.88888888888889,26.333333333333332,26.333333333333332,1.0,239.82666666666668,719.48,,0.0,17.755289858994,965.6666666666666,2897.0,0.0,,0.0,5.666666666666667,17,0.3333333333333333,1.0,1361.3680428964208,4084.1041286892623,6.0,6.333333333333333,15.0,4.0,0.0,0.0,1.0,0.21052631578947367
517622,2006-03-24,F,False,True,usa,san diego,NZY,32.699,-117.215,2023-01-08,20.0,3.2334017796030117,8,0,0,0,0,0,0,14.625,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,
517633,1985-12-23,F,True,False,usa,houston,IAH,29.98,-95.34,2023-01-08,40.0,3.2334017796030117,8,4,3,2,4,3,0,16.125,20.333333333333332,18.0,1.0,303.86999999999995,911.6099999999999,,0.0,13.957917083612108,1346.0,5384.0,0.125,172.0,172.0,7.25,29,0.6666666666666666,2.0,2257.2260621191135,6771.678186357341,6.5,5.5,8.0,3.0,0.0,0.25,0.6666666666666666,0.2727272727272727
517653,1970-09-05,F,True,True,usa,phoenix,LUF,33.535,-112.383,2023-01-08,55.0,3.2334017796030117,8,2,2,2,2,2,0,18.125,24.5,24.5,1.0,289.8,579.6,19.801000000000002,19.801000000000002,19.18771046735376,155.5,311.0,0.125,12.450000000000001,12.450000000000001,2.0,4,1.0,2.0,1484.572599659375,2969.14519931875,7.5,3.0,2.0,4.0,0.0,0.0,1.0,0.6666666666666666
517674,1993-07-06,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-08,32.0,3.2334017796030117,8,2,2,2,2,2,0,18.0,30.0,30.0,2.5,3632.31,7264.62,,0.0,42.26753129526119,3282.0,6564.0,0.0,,0.0,2.5,5,2.5,5.0,3208.1802780189755,6416.360556037951,7.0,2.5,5.0,0.0,0.0,0.0,1.0,0.0
517675,1994-05-10,F,True,False,canada,toronto,YTZ,43.627,-79.396,2023-01-08,31.0,3.2334017796030117,8,4,4,4,4,4,0,17.25,25.25,25.25,1.5,423.14750000000004,1692.5900000000001,22.150000000000002,22.150000000000002,26.52161352096053,1034.5,4138.0,0.25,76.0,76.0,4.5,18,1.0,4.0,1307.8103467655317,5231.241387062127,6.75,5.5,15.0,7.0,0.0,0.0,1.0,0.3181818181818182
517676,1981-05-23,F,True,False,usa,new york,JFK,40.64,-73.779,2023-01-08,44.0,3.2334017796030117,8,4,4,4,2,2,0,17.25,22.5,27.5,1.25,904.6,3618.4,,0.0,20.28924120803331,436.0,872.0,0.0,,0.0,1.5,3,0.25,1.0,3867.0396206254254,15468.158482501702,74.25,3.25,9.0,4.0,0.5,0.0,1.0,0.3076923076923077
517700,1976-12-12,F,False,False,usa,dallas,DAL,32.847,-96.852,2023-01-08,49.0,3.2334017796030117,8,4,4,2,4,4,0,17.5,23.25,23.25,1.25,480.125,1920.5,,0.0,17.07319862548072,467.0,1868.0,0.0,,0.0,3.5,14,0.75,3.0,2187.022652298648,8748.090609194593,8.75,2.5,3.0,2.0,0.0,0.0,0.5,0.4
517715,1942-02-06,M,True,False,usa,chicago,MDW,41.786,-87.752,2023-01-08,84.0,3.2334017796030117,8,2,2,2,2,2,0,20.375,25.0,25.0,1.0,225.18,450.36,,0.0,18.969196388334076,2044.0,4088.0,0.0,,0.0,6.5,13,1.0,2.0,1177.7198928257444,2355.439785651489,7.0,7.5,11.0,4.0,0.0,0.0,1.0,0.26666666666666666
517732,1979-12-18,F,False,False,usa,tacoma,TCM,47.138,-122.476,2023-01-08,46.0,3.2334017796030117,8,2,2,2,2,2,0,12.25,21.5,21.5,1.0,496.05,992.1,72.08200000000001,72.08200000000001,18.222958990441768,182.0,364.0,0.125,,0.0,1.5,3,0.5,1.0,2709.2461911331347,5418.4923822662695,7.5,2.0,2.0,2.0,0.0,0.0,1.0,0.5
517735,1975-07-17,F,True,True,usa,memphis,MEM,35.042,-89.977,2023-01-08,50.0,3.2334017796030117,8,2,2,2,1,1,0,16.75,22.0,24.0,1.5,581.51,1163.02,145.3775,290.755,27.755346388241882,2964.0,2964.0,0.25,,0.0,6.0,6,0.5,1.0,1776.5033407437147,3553.0066814874294,8.0,4.5,6.0,3.0,0.5,0.0,1.0,0.3333333333333333
517739,1997-10-22,F,True,True,usa,chicago,MDW,41.786,-87.752,2023-01-08,28.0,3.2334017796030117,8,1,1,1,1,1,0,7.625,22.0,22.0,1.0,114.12,114.12,,0.0,17.961014689538132,1115.0,1115.0,0.0,,0.0,5.0,5,1.0,1.0,635.3761297599306,635.3761297599306,4.0,6.0,4.0,2.0,0.0,0.0,1.0,0.3333333333333333
517743,1988-08-08,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-08,37.0,3.2334017796030117,8,4,4,3,4,4,0,16.75,26.0,26.0,1.0,413.21,1652.84,35.247,35.247,14.818298407923951,223.0,892.0,0.125,,0.0,2.25,9,0.5,2.0,2723.2841232437313,10893.136492974925,8.0,3.0,5.0,4.0,0.0,0.0,0.75,0.4444444444444444
517772,1985-08-10,F,False,True,usa,new york,JFK,40.64,-73.779,2023-01-08,40.0,3.2334017796030117,8,5,5,4,5,5,1,26.125,22.6,22.6,1.3333333333333333,1240.36,7442.16,,0.0,22.096494861314465,380.25,1521.0,0.125,,0.0,4.0,16,0.3333333333333333,2.0,3184.8697033860026,19109.218220316016,59.333333333333336,6.0,24.0,6.0,0.0,0.0,0.8,0.2
517776,1964-02-03,F,True,True,usa,honolulu,HNL,21.316,-157.927,2023-01-08,62.0,3.2334017796030117,8,3,3,3,3,3,0,17.125,28.0,28.0,1.0,1314.6966666666667,3944.09,,0.0,16.808342817850242,799.0,2397.0,0.0,,0.0,3.0,9,1.0,3.0,7821.835510953218,23465.506532859654,7.333333333333333,3.6666666666666665,6.0,5.0,0.0,0.0,1.0,0.45454545454545453
517787,1990-10-11,F,False,False,usa,madison,MSN,43.14,-89.337,2023-01-08,35.0,3.2334017796030117,8,1,1,1,1,1,0,16.25,26.0,26.0,3.0,2555.46,2555.46,,0.0,54.644462191628904,2256.0,2256.0,0.0,,0.0,8.0,8,2.0,2.0,1558.840485999864,1558.840485999864,225.0,9.0,7.0,2.0,0.0,0.0,1.0,0.2222222222222222
517803,1976-03-09,M,True,False,usa,los angeles,LAX,33.942,-118.408,2023-01-08,50.0,3.2334017796030117,8,5,4,4,5,4,0,20.125,27.5,23.8,1.0,501.905,2007.62,35.702999999999996,35.702999999999996,17.527231581801637,418.4,2092.0,0.25,116.39999999999999,116.39999999999999,3.4,17,0.25,1.0,2884.955585830549,11539.822343322196,8.8,3.25,9.0,4.0,0.0,0.2,1.0,0.3076923076923077
517819,1990-09-14,F,False,False,canada,vancouver,YVR,49.195,-123.182,2023-01-08,35.0,3.2334017796030117,8,1,1,0,1,1,0,15.5,23.0,23.0,1.0,336.32,336.32,,0.0,8.671249992550619,800.0,800.0,0.0,,0.0,4.0,4,2.0,2.0,3878.56422417678,3878.56422417678,8.0,,0.0,0.0,0.0,0.0,0.0,
517825,1969-09-20,F,True,False,usa,milwaukee,MKE,42.947,-87.896,2023-01-08,56.0,3.2334017796030117,8,4,4,4,4,4,0,15.375,19.75,19.75,1.0,157.6375,630.55,,0.0,17.25331011283786,219.0,876.0,0.0,,0.0,1.75,7,0.75,3.0,932.0470032422116,3728.1880129688466,6.5,2.5,7.0,3.0,0.0,0.0,1.0,0.3
517839,1977-02-25,F,True,False,usa,milwaukee,MKE,42.947,-87.896,2023-01-08,49.0,3.2334017796030117,8,3,3,3,2,2,0,32.625,24.666666666666668,32.0,1.0,338.22666666666663,1014.68,,0.0,17.198164262612917,533.0,1066.0,0.0,,0.0,3.0,6,0.3333333333333333,1.0,1999.345338700559,5998.036016101677,4.666666666666667,5.0,9.0,6.0,0.3333333333333333,0.0,1.0,0.4
517847,1975-01-16,F,True,False,usa,denver,DEN,39.858,-104.667,2023-01-08,51.0,3.2334017796030117,9,4,3,3,4,3,0,22.666666666666668,23.0,20.75,1.0,256.42333333333335,769.27,,0.0,18.449003615638816,128.25,513.0,0.1111111111111111,0.0,0.0,2.0,8,0.6666666666666666,2.0,1389.5870150786147,4168.761045235844,4.25,2.3333333333333335,3.0,4.0,0.0,0.25,1.0,0.5714285714285714
517871,1997-01-27,F,False,True,usa,boston,BOS,42.364,-71.005,2023-01-08,29.0,3.2334017796030117,9,1,1,1,1,1,0,14.0,44.0,44.0,1.0,234.08,234.08,,0.0,17.778690146687175,204.0,204.0,0.0,,0.0,1.0,1,0.0,0.0,1316.6324294347282,1316.6324294347282,9.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
517894,1976-06-28,F,True,False,canada,montreal,YUL,45.468,-73.741,2023-01-08,49.0,3.2334017796030117,8,3,2,2,3,2,0,21.25,18.5,18.0,1.0,634.8,1269.6,,0.0,18.25358691127697,902.0,2706.0,0.0,,0.0,5.333333333333333,16,0.0,0.0,3432.738094350346,6865.476188700692,11.666666666666666,6.5,10.0,3.0,0.0,0.3333333333333333,1.0,0.23076923076923078
517898,2004-04-13,F,False,True,usa,lubbock,LBB,33.664,-101.823,2023-01-08,21.0,3.2334017796030117,8,2,2,2,1,1,1,21.5,25.0,24.0,1.0,189.93666666666664,569.81,,0.0,17.528051491920362,348.0,348.0,0.125,,0.0,2.0,2,0.6666666666666666,2.0,1104.1390932287898,3312.4172796863695,100.33333333333333,9.666666666666666,21.0,8.0,0.5,0.0,1.0,0.27586206896551724
517925,1996-07-03,F,True,False,usa,st. louis,STL,38.748,-90.36,2023-01-08,29.0,3.2334017796030117,9,1,1,1,1,1,0,10.555555555555555,35.0,35.0,2.0,1018.52,1018.52,,0.0,35.4572268382298,8400.0,8400.0,0.0,,0.0,10.0,10,0.0,0.0,1436.2657359625161,1436.2657359625161,4.0,12.0,8.0,4.0,0.0,0.0,1.0,0.3333333333333333
517931,1987-06-28,F,False,False,usa,philadelphia,PHL,39.872,-75.241,2023-01-08,38.0,3.2334017796030117,9,5,3,2,5,3,0,14.666666666666666,22.333333333333332,20.8,1.0,364.0833333333333,1092.25,,0.0,15.074865249734978,2697.2,13486.0,0.1111111111111111,23.1,23.1,5.0,25,0.6666666666666666,2.0,2661.0980471255116,7983.294141376535,5.2,4.0,6.0,2.0,0.0,0.4,0.6666666666666666,0.25
517961,1962-06-08,F,True,True,canada,montreal,YUL,45.468,-73.741,2023-01-08,63.0,3.2334017796030117,8,3,3,3,3,3,1,35.375,25.0,25.0,2.25,10202.9875,40811.95,,0.0,40.79096333827762,321.0,642.0,0.125,,0.0,2.0,4,1.5,6.0,7716.137265163192,30864.549060652767,90.5,6.75,20.0,7.0,0.0,0.0,1.0,0.25925925925925924
517967,1977-08-09,F,False,True,usa,phoenix,PHX,33.434,-112.008,2023-01-08,48.0,3.2334017796030117,8,2,1,1,2,1,0,23.5,20.0,20.0,1.0,389.94,389.94,,0.0,16.591852884119845,889.5,1779.0,0.0,,0.0,3.0,6,0.0,0.0,2350.1895943955346,2350.1895943955346,12.0,4.0,3.0,1.0,0.0,0.5,1.0,0.25
517968,1980-09-13,F,True,False,usa,new york,LGA,40.777,-73.872,2023-01-08,45.0,3.2334017796030117,8,4,2,2,4,2,0,17.0,18.0,16.5,1.0,269.81,539.62,,0.0,17.322719566147462,695.75,2783.0,0.25,34.075,68.15,3.75,15,0.0,0.0,1507.486816860456,3014.973633720912,6.25,3.0,4.0,2.0,0.0,0.5,1.0,0.3333333333333333
518012,1989-08-16,M,False,False,usa,rochester,ROC,43.119,-77.672,2023-01-08,36.0,3.2334017796030117,8,2,2,2,2,2,0,14.375,20.5,20.5,1.0,286.625,573.25,,0.0,17.480520178533382,164.0,328.0,0.0,,0.0,2.0,4,0.0,0.0,1644.4876271321577,3288.9752542643155,6.5,2.5,5.0,0.0,0.0,0.0,1.0,0.0
518015,1983-06-19,F,False,True,usa,austin,AUS,30.194,-97.67,2023-01-08,42.0,3.2334017796030117,8,4,4,4,4,4,0,17.25,21.5,21.5,1.0,332.3625,1329.45,46.3125,46.3125,18.306195673955717,1033.0,4132.0,0.25,61.6,61.6,8.75,35,0.25,1.0,1817.4980564968328,7269.992225987331,6.25,9.5,28.0,10.0,0.0,0.0,1.0,0.2631578947368421
518041,2004-08-26,F,False,False,usa,new york,LGA,40.777,-73.872,2023-01-08,21.0,3.2334017796030117,8,1,0,0,1,0,0,14.25,,10.0,,,0.0,,0.0,,460.0,460.0,0.125,23.0,23.0,4.0,4,,0.0,,0.0,10.0,,0.0,0.0,0.0,1.0,,
518044,1970-01-14,F,True,True,usa,cincinnati,LUK,39.103,-84.419,2023-01-08,56.0,3.2334017796030117,9,4,2,2,3,1,0,14.555555555555555,25.5,23.333333333333332,1.0,377.70500000000004,755.4100000000001,,0.0,18.360400537868458,633.3333333333334,1900.0,0.0,,0.0,5.666666666666667,17,1.0,2.0,2096.021256769878,4192.042513539756,7.75,2.0,2.0,2.0,0.25,0.5,1.0,0.5
518074,1993-11-18,F,False,False,usa,milwaukee,MKE,42.947,-87.896,2023-01-08,32.0,3.2334017796030117,9,2,2,2,1,1,0,13.88888888888889,19.5,25.0,1.5,823.5699999999999,1647.1399999999999,49.058,49.058,26.76508139457603,1350.0,1350.0,0.1111111111111111,,0.0,5.0,5,0.5,1.0,2190.1830486533995,4380.366097306799,5.5,5.0,9.0,1.0,0.5,0.0,1.0,0.1
518084,1999-08-15,F,False,False,usa,san francisco,SFO,37.619,-122.375,2023-01-08,26.0,3.2334017796030117,8,1,1,1,1,1,0,11.5,19.0,19.0,2.0,2061.78,2061.78,103.08900000000001,103.08900000000001,34.53951375892238,2124.0,2124.0,0.125,,0.0,18.0,18,1.0,1.0,2984.6685370134855,2984.6685370134855,196.0,20.0,14.0,6.0,0.0,0.0,1.0,0.3
518092,1979-03-10,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-08,47.0,3.2334017796030117,7,4,4,4,3,3,0,18.285714285714285,23.5,24.333333333333332,1.0,331.82250000000005,1327.2900000000002,,0.0,18.1170151879124,423.6666666666667,1271.0,0.0,,0.0,2.3333333333333335,7,0.25,1.0,1858.1604372726554,7432.6417490906215,5.75,2.75,8.0,3.0,0.25,0.0,1.0,0.2727272727272727
518121,1991-12-13,F,False,False,canada,vancouver,YVR,49.195,-123.182,2023-01-08,34.0,3.2334017796030117,9,3,3,3,3,3,0,19.444444444444443,22.0,22.0,1.3333333333333333,1014.3333333333334,3043.0,321.71700000000004,321.71700000000004,25.20171014515778,1119.3333333333333,3358.0,0.1111111111111111,169.8,169.8,3.0,9,0.6666666666666666,2.0,2496.3066650198784,7488.919995059635,6.666666666666667,3.3333333333333335,9.0,1.0,0.0,0.0,1.0,0.1
518127,1988-06-21,F,False,False,usa,memphis,MEM,35.042,-89.977,2023-01-08,37.0,3.2334017796030117,8,4,4,4,4,4,0,17.875,25.0,25.0,1.25,306.51750000000004,1226.0700000000002,,0.0,22.85008936700926,443.0,1772.0,0.25,40.1,80.2,4.0,16,0.25,1.0,1165.104022108978,4660.416088435912,6.25,5.0,13.0,7.0,0.0,0.0,1.0,0.35
518135,1988-09-21,F,False,False,usa,new york,JFK,40.64,-73.779,2023-01-08,37.0,3.2334017796030117,8,3,2,2,3,2,1,47.5,52.0,38.666666666666664,1.0,557.2733333333333,1671.82,,0.0,18.347638954932638,281.0,562.0,0.25,106.0,106.0,3.5,7,0.0,0.0,3036.443320724882,9109.329962174646,9.25,4.0,8.0,4.0,0.0,0.3333333333333333,1.0,0.3333333333333333
518191,1977-11-11,F,True,False,usa,detroit,YIP,42.238,-83.53,2023-01-08,48.0,3.2334017796030117,9,3,3,2,2,2,1,43.44444444444444,56.0,74.0,1.0,130.3425,521.37,,0.0,13.385760039673123,370.0,370.0,0.1111111111111111,,0.0,2.0,2,0.75,3.0,1200.2731565946058,4801.092626378423,6.75,2.5,4.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.2
518196,1968-01-07,F,True,True,usa,san jose,SJC,37.362,-121.929,2023-01-08,58.0,3.2334017796030117,7,2,1,1,2,1,0,12.714285714285714,23.0,29.5,1.0,546.34,546.34,,0.0,18.474259699377598,4697.0,9394.0,0.14285714285714285,9.200000000000001,9.200000000000001,8.0,16,1.0,1.0,2957.3038860031093,2957.3038860031093,4.0,3.0,3.0,0.0,0.0,0.5,1.0,0.0
518211,1985-04-18,F,False,True,usa,new york,LGA,40.777,-73.872,2023-01-08,40.0,3.2334017796030117,9,4,4,4,4,4,0,14.0,18.25,18.25,1.0,427.295,1709.18,,0.0,17.695299135532565,229.75,919.0,0.0,,0.0,2.25,9,0.75,3.0,2414.3059996157876,9657.22399846315,6.25,2.5,8.0,2.0,0.0,0.0,1.0,0.2
518219,1997-10-19,F,False,False,usa,columbus,LCK,39.814,-82.928,2023-01-08,28.0,3.2334017796030117,8,3,3,3,2,2,0,14.375,22.0,25.5,1.0,358.04333333333335,1074.13,28.39,28.39,18.639987698558357,292.0,584.0,0.125,,0.0,2.5,5,0.3333333333333333,1.0,1874.8650385266737,5624.595115580021,6.0,3.3333333333333335,6.0,4.0,0.3333333333333333,0.0,1.0,0.4
518281,1970-04-14,F,True,True,canada,montreal,YMX,45.68,-74.039,2023-01-08,55.0,3.2334017796030117,8,4,4,3,3,3,0,17.875,21.5,25.0,1.0,471.77750000000003,1887.1100000000001,144.213,144.213,16.741102301669528,462.6666666666667,1388.0,0.125,,0.0,3.0,9,0.5,2.0,2928.1213093259553,11712.485237303821,6.0,3.3333333333333335,7.0,3.0,0.25,0.0,0.75,0.3
518324,1984-01-12,F,False,False,usa,norfolk,NGU,36.938,-76.289,2023-01-08,42.0,3.2334017796030117,8,5,5,4,5,5,0,27.25,29.2,29.2,1.2,245.56199999999998,1227.81,26.542,26.542,18.984417001549502,549.8,2749.0,0.125,,0.0,1.4,7,0.4,2.0,1060.059326762424,5300.29663381212,6.4,2.0,7.0,1.0,0.0,0.0,0.8,0.125
518334,1991-08-25,F,True,True,usa,mobile,BFM,30.626,-88.068,2023-01-08,34.0,3.2334017796030117,8,2,1,1,2,1,0,13.125,25.0,20.5,1.0,312.88,312.88,,0.0,18.882676003113037,1074.0,2148.0,0.125,320.40000000000003,320.40000000000003,4.5,9,1.0,1.0,1656.9685353305747,1656.9685353305747,9.0,3.0,1.0,2.0,0.0,0.5,1.0,0.6666666666666666
518338,1987-11-14,F,False,True,usa,fort worth,FTW,32.82,-97.362,2023-01-08,38.0,3.2334017796030117,8,4,3,3,4,3,0,19.25,22.333333333333332,21.5,1.0,223.70666666666668,671.12,,0.0,17.024718284771435,878.5,3514.0,0.0,,0.0,5.5,22,0.0,0.0,1290.058973265982,3870.1769197979465,41.5,7.0,14.0,7.0,0.0,0.25,1.0,0.3333333333333333
518347,1969-02-14,F,True,True,usa,boston,BOS,42.364,-71.005,2023-01-08,57.0,3.2334017796030117,8,4,4,4,3,3,0,15.125,20.0,20.666666666666668,1.0,275.43,1101.72,,0.0,18.235734551686235,468.6666666666667,1406.0,0.0,,0.0,2.0,6,0.25,1.0,1505.0067953590224,6020.027181436089,9.5,2.75,8.0,3.0,0.25,0.0,1.0,0.2727272727272727
518348,1989-04-26,F,True,True,usa,rochester,ROC,43.119,-77.672,2023-01-08,36.0,3.2334017796030117,8,2,1,1,2,1,0,14.375,21.0,16.5,1.0,593.66,593.66,118.732,118.732,16.38875880839488,2288.0,4576.0,0.25,211.20000000000002,211.20000000000002,3.0,6,1.0,1.0,3622.360954484895,3622.360954484895,8.5,2.0,2.0,0.0,0.0,0.5,1.0,0.0
518354,2002-06-18,M,False,False,usa,denver,DEN,39.858,-104.667,2023-01-08,23.0,3.2334017796030117,8,0,0,0,0,0,0,10.625,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,0,,0.0,,0.0,,,0.0,0.0,,,,
518372,1993-09-25,F,False,False,usa,riverside,RAL,33.952,-117.445,2023-01-08,32.0,3.2334017796030117,8,2,2,2,2,2,0,17.375,27.5,27.5,1.0,294.72,589.44,78.1695,78.1695,18.58265327202173,613.5,1227.0,0.125,,0.0,2.5,5,0.5,1.0,1561.7798466157433,3123.5596932314866,6.5,3.0,6.0,0.0,0.0,0.0,1.0,0.0
518393,1983-06-12,F,False,False,usa,los angeles,LAX,33.942,-118.408,2023-01-08,42.0,3.2334017796030117,8,2,2,2,2,2,0,10.875,23.5,23.5,1.0,508.61,1017.22,,0.0,18.97530497699333,215.0,430.0,0.125,21.200000000000003,21.200000000000003,3.0,6,0.0,0.0,2744.656692008903,5489.313384017806,8.0,4.0,7.0,1.0,0.0,0.0,1.0,0.125
518406,1972-08-10,F,True,False,usa,new york,JFK,40.64,-73.779,2023-01-08,53.0,3.2334017796030117,8,3,3,2,3,3,0,14.375,21.666666666666668,21.666666666666668,1.0,89.33666666666666,268.01,,0.0,15.45724798408306,370.0,1110.0,0.0,,0.0,3.6666666666666665,11,0.3333333333333333,1.0,531.2050308533272,1593.6150925599818,5.666666666666667,4.5,7.0,2.0,0.0,0.0,0.6666666666666666,0.2222222222222222
518416,1978-09-17,F,False,False,usa,houston,EFD,29.607,-95.159,2023-01-08,47.0,3.2334017796030117,8,3,3,3,3,3,0,22.5,35.0,35.0,1.3333333333333333,360.32666666666665,1080.98,78.84599999999999,78.84599999999999,23.427233527703706,1626.6666666666667,4880.0,0.125,,0.0,4.333333333333333,13,0.6666666666666666,2.0,1701.4902899094432,5104.4708697283295,8.0,5.0,10.0,5.0,0.0,0.0,1.0,0.3333333333333333
518422,1964-07-25,F,True,False,usa,colorado springs,COS,38.806,-104.7,2023-01-08,61.0,3.2334017796030117,8,1,0,0,1,0,0,18.25,,31.0,,,0.0,,0.0,,339.0,339.0,0.0,,0.0,3.0,3,,0.0,,0.0,34.0,,0.0,0.0,0.0,1.0,,
518443,1945-12-05,F,True,False,canada,calgary,YYC,51.114,-114.02,2023-01-08,80.0,3.2334017796030117,8,2,1,1,2,1,0,11.75,25.0,21.0,1.0,550.93,550.93,,0.0,17.04453606399815,1440.0,2880.0,0.125,192.0,192.0,6.0,12,1.0,1.0,3232.2968365427473,3232.2968365427473,8.0,4.0,2.0,2.0,0.0,0.5,1.0,0.5
518450,1961-01-19,F,True,True,usa,cincinnati,LUK,39.103,-84.419,2023-01-08,65.0,3.2334017796030117,8,2,1,1,1,0,0,13.375,20.0,13.0,1.0,504.17,504.17,,0.0,16.654586829768242,1995.0,1995.0,0.0,,0.0,7.0,7,0.0,0.0,3027.2140951515626,3027.2140951515626,5.0,5.0,3.0,2.0,0.5,0.5,1.0,0.4
518480,1979-06-10,F,True,True,usa,lubbock,LBB,33.664,-101.823,2023-01-08,46.0,3.2334017796030117,8,4,3,3,4,3,0,16.875,24.333333333333332,21.5,1.6666666666666667,1384.9366666666665,4154.8099999999995,99.1925,99.1925,31.304287207138913,1347.5,5390.0,0.125,19.6,19.6,4.5,18,1.3333333333333333,4.0,1999.722920118041,5999.168760354123,7.25,3.3333333333333335,7.0,3.0,0.0,0.25,1.0,0.3
518495,2000-05-18,F,False,False,canada,montreal,YMX,45.68,-74.039,2023-01-08,25.0,3.2334017796030117,8,2,2,2,2,2,0,18.75,36.5,36.5,1.0,197.6,395.2,26.7575,26.7575,17.072684328072455,2210.0,4420.0,0.125,,0.0,11.0,22,1.0,2.0,1129.1962509459931,2258.3925018919863,6.5,11.5,17.0,6.0,0.0,0.0,1.0,0.2608695652173913
518516,1967-09-12,F,True,True,usa,new york,LGA,40.777,-73.872,2023-01-08,58.0,3.2334017796030117,11,3,3,3,3,3,0,15.454545454545455,21.666666666666668,21.666666666666668,1.0,290.47666666666663,871.43,,0.0,17.103950357092803,893.6666666666666,2681.0,0.0,,0.0,4.333333333333333,13,0.6666666666666666,2.0,1654.891468589394,4964.674405768182,7.666666666666667,5.0,9.0,6.0,0.0,0.0,1.0,0.4
